Id,y
10000,-66.00242349023111
10001,451.4065044011532
10002,-461.67641706029804
10003,40.501208753725
10004,-126.74472245403774
10005,-342.534551819253
10006,-396.55554211358987
10007,335.54127907908793
10008,-99.51242087062487
10009,304.81253980627633
10010,68.89453048978586
10011,412.3691954559104
10012,54.942371024767716
10013,-17.005550754780693
10014,-597.8499575722608
10015,443.5022887864134
10016,144.77448697804235
10017,-57.41116367253689
10018,134.38782757746307
10019,-108.98377598910874
10020,153.82482842506715
10021,611.735983602202
10022,588.3896503384235
10023,-131.01679995802
10024,-61.13562114122843
10025,-374.2484953169714
10026,74.1579930796533
10027,137.43837873610403
10028,420.08661179679046
10029,196.7656257134449
10030,268.4428498005348
10031,638.4749102511101
10032,127.37873138691826
10033,1.349118758398527
10034,22.71045317740665
10035,342.2395345225645
10036,307.7039669741709
10037,348.13820870094145
10038,-168.65286130735598
10039,-20.221130904618423
10040,-551.7499275731099
10041,-429.9718040667393
10042,261.8919587067447
10043,389.8204261292209
10044,-96.16562227356573
10045,-210.71080125632656
10046,278.88186878401115
10047,-427.4533010310477
10048,-172.9032529175697
10049,467.26437835578474
10050,-631.5587355874387
10051,-355.531659338177
10052,143.17327553860525
10053,69.19920259894256
10054,275.5882739767264
10055,-263.18861220410275
10056,167.49830723241277
10057,104.57789589014098
10058,230.07008661007663
10059,20.98802664457818
10060,-4.822581262502451
10061,-201.92294081063767
10062,560.0639265657707
10063,55.28847625244907
10064,671.3015746918331
10065,-493.7487382852297
10066,-279.35303673259216
10067,-53.71252761314597
10068,379.69819550097725
10069,315.0714108579836
10070,169.13001732614296
10071,-271.59930326900934
10072,783.8022226750327
10073,44.57731151554879
10074,57.406780054578455
10075,-161.078274143068
10076,-220.66957847885666
10077,223.2412944292938
10078,352.6655955437568
10079,13.163291366266012
10080,-461.99414698573133
10081,305.3721466914255
10082,-230.5965617386089
10083,359.07444324254317
10084,-430.2605633759189
10085,-115.54882205546323
10086,-88.96006387867241
10087,-488.29018980804125
10088,-139.3503385471362
10089,57.338808108526436
10090,-190.33624272166418
10091,-6.508092914824831
10092,189.29107774701637
10093,346.60367818565436
10094,871.6273206485911
10095,-147.01353738653933
10096,443.4899377794301
10097,-30.498432974438987
10098,185.46345753445718
10099,-119.91717151732796
10100,43.57523800180881
10101,58.3185715522431
10102,-197.1524682983988
10103,-70.47160678841273
10104,-342.8460532886676
10105,-29.233589873716
10106,49.52292929610432
10107,-16.246144137910903
10108,33.7750692616064
10109,-68.88307748324212
10110,25.863399493695418
10111,-617.3142842716954
10112,-185.9044130119495
10113,323.783106109388
10114,-35.662195722127194
10115,-733.5297711613838
10116,-240.73856264735952
10117,-381.97314662424776
10118,75.31994462169497
10119,36.61032645911624
10120,-28.756270225025474
10121,-481.16062796859137
10122,408.85023042298917
10123,-765.0217471991643
10124,178.0726965163715
10125,-7.64987938567136
10126,134.79684623375906
10127,-477.45851421286903
10128,-248.70625301323636
10129,-361.88465722386206
10130,-18.75561174855286
10131,7.795604374434356
10132,-109.1059897253838
10133,-63.073745242193795
10134,591.8231837349175
10135,259.61263369662805
10136,-279.8658320087671
10137,93.22535940051856
10138,-427.28731541913686
10139,84.38656633089917
10140,-311.5446306441575
10141,11.419268612559613
10142,-297.83146842358485
10143,-331.9289709686433
10144,656.0132305257298
10145,-476.66268136505505
10146,361.19404513377214
10147,-150.18526861192154
10148,299.9467190243258
10149,-191.7214321927057
10150,151.94999511612104
10151,-64.67275781576585
10152,351.2448616306322
10153,-370.63644575627285
10154,349.2249817861128
10155,273.52460961680185
10156,783.1971843196869
10157,-124.23788973573906
10158,-155.22004432990724
10159,-506.9556493864119
10160,201.69321238561795
10161,-415.1740571596378
10162,-348.1651051695655
10163,-201.95224108681214
10164,-658.9504470533379
10165,179.34640168171595
10166,124.06925816168747
10167,-209.15025355201828
10168,213.7051347740055
10169,-82.1172102380896
10170,-97.11026989727145
10171,124.26800574647856
10172,50.28991565714594
10173,538.7439592813379
10174,630.0175345543362
10175,217.2592778265443
10176,-491.73374132670926
10177,-131.1417511388362
10178,362.3930224172939
10179,-14.363038055407063
10180,-30.261757361676604
10181,-107.32358076730026
10182,-334.0625929296723
10183,299.50639964643204
10184,-103.47221484505438
10185,179.8204994671936
10186,122.20070887900671
10187,86.5803716169077
10188,386.4825605669926
10189,-613.3611745045827
10190,-269.8163873834606
10191,260.73145126228445
10192,-44.620161280426174
10193,-159.15717576416822
10194,-145.24559879357597
10195,447.22821487599947
10196,476.3569859695926
10197,121.79421345327192
10198,-1.5356790561075977
10199,410.7440965387789
10200,90.82809979964647
10201,150.07336956845214
10202,24.03365296154864
10203,273.8866340536293
10204,-154.5292603802488
10205,42.58890150706337
10206,617.3417063168572
10207,38.93936076142814
10208,-91.43610119490386
10209,225.35327477391235
10210,151.05827577085643
10211,-86.91664773646019
10212,-101.71788958007448
10213,161.93776502605516
10214,357.87041410354436
10215,32.1459781865546
10216,-379.14539920029245
10217,-165.94213222367085
10218,257.45392169454055
10219,-124.83850779184077
10220,47.084514722990775
10221,-67.05065138980301
10222,287.1733441341624
10223,836.2674277701628
10224,-78.73329260205388
10225,-293.00922915219417
10226,284.91632646225634
10227,377.95143200822906
10228,-473.9426195897226
10229,-538.8094549766026
10230,-372.90475040318836
10231,-83.37700889968674
10232,157.46205951911213
10233,167.50291456151237
10234,-105.69040574319483
10235,561.1616879176291
10236,-149.35531895746882
10237,196.96680512352265
10238,-33.81991172758026
10239,5.199419882335988
10240,-121.70842296063195
10241,53.47357981737851
